Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,29.26210082993248,29.348703709016682,28.550034140513226,28.72323989868164,390000,0.0,0.0
2010-01-05 00:00:00-05:00,28.72324384174799,28.93493877781978,28.376832277856515,28.915693283081055,430000,0.0,0.0
2010-01-06 00:00:00-05:00,28.867578187977475,29.704738762983347,28.867578187977475,29.290969848632812,848900,0.0,0.0
2010-01-07 00:00:00-05:00,29.213990574955744,29.521911124384058,28.675127778104944,29.242856979370117,426600,0.0,0.0
2010-01-08 00:00:00-05:00,29.069652595746447,29.127389078027043,28.848334919724827,28.86758041381836,253200,0.0,0.0
2010-01-11 00:00:00-05:00,28.896449943606765,28.97343008806252,28.627018520335916,28.80022430419922,676500,0.0,0.0
2010-01-12 00:00:00-05:00,28.85796045789362,29.23323845225746,28.713622908934568,29.021543502807617,742000,0.0,0.0
2010-01-13 00:00:00-05:00,28.963805215759304,29.146633733685935,28.963805215759304,29.011917114257812,394400,0.0,0.0
2010-01-14 00:00:00-05:00,28.954188780101553,28.96381152896897,28.76173747345657,28.780982971191406,301100,0.0,0.0
2010-01-15 00:00:00-05:00,28.64626082565143,28.79059835101569,27.578159834323742,27.857213973999023,766000,0.0,0.0
2010-01-19 00:00:00-05:00,27.751366582269984,27.751366582269984,26.760245691706313,26.894962310791016,1531700,0.0,0.0
2010-01-20 00:00:00-05:00,26.760250618295938,27.039304819233656,26.644781306795345,26.933456420898438,957600,0.0,0.0
2010-01-21 00:00:00-05:00,26.933455549133523,27.32797904880215,26.856475398840903,26.981569290161133,681800,0.0,0.0
2010-01-22 00:00:00-05:00,27.135526276779853,27.299109305592797,26.875717613014945,26.95269775390625,595600,0.0,0.0
2010-01-25 00:00:00-05:00,26.92382871567602,27.174014625003295,26.85647132380931,26.894962310791016,256500,0.0,0.0
2010-01-26 00:00:00-05:00,26.779499021856815,27.66477179263521,26.779499021856815,27.279870986938477,302600,0.0,0.0
2010-01-27 00:00:00-05:00,27.164393621576302,28.13626908102078,26.952698685644876,27.80910301208496,475200,0.0,0.0
2010-01-28 00:00:00-05:00,27.66476405825972,27.934195464597067,27.491558285282235,27.684009552001953,495200,0.0,0.0
