Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,8.198307416343704,8.232021882516952,8.147735181202055,8.158973693847656,2239700,0.0,0.0
2010-01-05 00:00:00-05:00,8.181446585816138,8.209541783312925,8.02972994710209,8.097159385681152,4227100,0.0,0.0
2010-01-06 00:00:00-05:00,8.119636597721971,8.119636597721971,7.967920481202369,8.018492698669434,5716100,0.0,0.0
2010-01-07 00:00:00-05:00,8.035349200954064,8.102778639533128,7.917347549470318,8.097159385681152,5962900,0.0,0.0
2010-01-08 00:00:00-05:00,8.052209692215607,8.080305436988212,7.967922993779551,8.00163745880127,4050400,0.0,0.0
2010-01-11 00:00:00-05:00,8.035353365696587,8.057829856872559,7.984781126580193,8.057829856872559,2175000,0.0,0.0
2010-01-12 00:00:00-05:00,8.046589605552374,8.24887851833038,8.046589605552374,8.108400344848633,4563400,0.0,0.0
2010-01-13 00:00:00-05:00,8.10278306243411,8.17583179473877,8.074687313719728,8.17583179473877,2294300,0.0,0.0
2010-01-14 00:00:00-05:00,8.187066539602375,8.226400786622051,8.097160607925897,8.21516227722168,2262200,0.0,0.0
2010-01-15 00:00:00-05:00,8.17583162014056,8.22640385957009,8.063449163564838,8.209546089172363,3405900,0.0,0.0
2010-01-19 00:00:00-05:00,8.22078388293626,8.372500052058339,8.215164626629056,8.327547073364258,3809100,0.0,0.0
2010-01-20 00:00:00-05:00,8.288210220244222,8.366878171184245,8.2095422693042,8.350020408630371,3133200,0.0,0.0
2010-01-21 00:00:00-05:00,8.33316411152593,8.372497823442847,8.114017996813894,8.181447982788086,5705400,0.0,0.0
2010-01-22 00:00:00-05:00,8.153354457779306,8.181450203581326,7.973542006175448,7.979161262512207,3879300,0.0,0.0
2010-01-25 00:00:00-05:00,8.069067086975794,8.102782088557198,7.979161130601075,8.052209854125977,3653400,0.0,0.0
2010-01-26 00:00:00-05:00,8.035352754116246,8.052209987244748,7.973542006175448,7.979161262512207,4317600,0.0,0.0
2010-01-27 00:00:00-05:00,8.012873774891885,8.012873774891885,7.81058489667794,7.911729335784912,4590200,0.0,0.0
2010-01-28 00:00:00-05:00,7.92858758387303,7.990398320561399,7.776871441572368,7.922968864440918,5906400,0.0,0.0
2010-01-29 00:00:00-05:00,7.928588122281861,8.001636838676674,7.827444199173572,7.838682174682617,3918700,0.0,0.0
2010-02-01 00:00:00-05:00,7.872396439269733,8.029731832904828,7.810585704144695,8.012874603271484,4989400,0.0,0.0
2010-02-02 00:00:00-05:00,8.035355320190364,8.142118545274519,7.939830075486775,8.125261306762695,4657100,0.0,0.0
