Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,42.13559991741575,42.80543596244311,42.13559991741575,42.33512496948242,3280200,0.0,0.0
2010-01-05 00:00:00-05:00,42.22824031349818,42.34225503165565,41.92895269770682,42.20686340332031,2775800,0.0,0.0
2010-01-06 00:00:00-05:00,42.09282035824823,42.79116037679632,42.0429391225179,42.755531311035156,3722900,0.0,0.0
2010-01-07 00:00:00-05:00,42.81256948220904,43.06910056339412,42.22824098425454,42.54890823364258,4527600,0.0,0.0
2010-01-08 00:00:00-05:00,42.37787936917951,42.4776418901901,42.1142181712803,42.24248504638672,2348300,0.0,0.0
2010-01-11 00:00:00-05:00,42.19263014737174,42.342274022383464,42.042986272360004,42.29239273071289,1830400,0.0,0.0
2010-01-12 00:00:00-05:00,42.20686539748839,42.320880121032765,41.84344431566739,42.06434631347656,2113300,0.0,0.0
2010-01-13 00:00:00-05:00,42.12134662036968,42.46339072267703,42.00020447174474,42.327999114990234,2051500,0.0,0.0
2010-01-14 00:00:00-05:00,42.12848795874679,42.22112578912001,41.83632500294752,41.84345245361328,2145700,0.0,0.0
2010-01-15 00:00:00-05:00,42.03583340739463,42.03583340739463,41.63678062275695,41.893314361572266,3081700,0.0,0.0
2010-01-19 00:00:00-05:00,42.16409653354889,42.24248214276202,41.89331334322579,42.007328033447266,2558200,0.0,0.0
2010-01-20 00:00:00-05:00,41.67240988880999,41.814928935262245,41.05957989189261,41.52276611328125,4484600,0.0,0.0
2010-01-21 00:00:00-05:00,41.423012806143724,41.757929513697576,40.867188673231965,40.98833084106445,3456800,0.0,0.0
2010-01-22 00:00:00-05:00,40.902805113757076,41.301855120628815,40.64627141315422,40.66764831542969,4220600,0.0,0.0
2010-01-25 00:00:00-05:00,40.86719312557175,41.20211258793925,40.4396385628978,41.00971221923828,2690600,0.0,0.0
2010-01-26 00:00:00-05:00,40.760302353186766,41.67242012521404,40.71754581325097,41.280494689941406,3530500,0.0,0.0
2010-01-27 00:00:00-05:00,41.12372742419869,41.358884339206,40.81731232070012,40.995460510253906,3776200,0.0,0.0
2010-01-28 00:00:00-05:00,41.038222424506436,41.202118454143886,40.66054908309519,40.8671989440918,3197000,0.0,0.0
2010-01-29 00:00:00-05:00,41.03821287159541,41.715176466566604,40.90282123993133,40.924198150634766,5413900,0.0,0.0
2010-02-01 00:00:00-05:00,41.18784973444035,41.27336008115319,40.87430998427666,41.2662353515625,4295300,0.0,0.0
2010-02-02 00:00:00-05:00,41.33036232224124,41.957444442744034,41.045324253378745,41.879058837890625,5231500,0.0,0.0
2010-02-03 00:00:00-05:00,41.75081902801269,42.00735291252572,41.601175168155514,41.629676818847656,5269100,0.0,0.0
2010-02-04 00:00:00-05:00,41.45151105904054,42.00020769811826,41.40162979351758,41.70092010498047,5962700,0.0,0.0
2010-02-05 00:00:00-05:00,41.750799961771435,41.971704643294565,41.380251488728604,41.743675231933594,4793600,0.0,0.0
2010-02-08 00:00:00-05:00,41.52277161980788,41.886192654047576,41.42300908955874,41.43013381958008,3319800,0.0,0.0
2010-02-09 00:00:00-05:00,41.90044878691592,42.042967865719014,41.47289426883196,41.871944427490234,3486900,0.0,0.0
2010-02-10 00:00:00-05:00,41.92912486711925,42.40088102270067,41.728986718290095,42.27936935424805,4520500,0.18,0.0
2010-02-11 00:00:00-05:00,42.07208252073111,42.7296808639425,41.936272151871236,42.65105438232422,4030800,0.0,0.0
2010-02-12 00:00:00-05:00,42.307953434564666,42.47235299781309,42.13640724973042,42.372283935546875,4337600,0.0,0.0
2010-02-16 00:00:00-05:00,42.61530879479002,43.49449046619087,42.38657873686511,43.36582946777344,4052300,0.0,0.0
2010-02-17 00:00:00-05:00,43.451609006396524,43.816146715352524,43.41587044303654,43.637451171875,2663100,0.0,0.0
2010-02-18 00:00:00-05:00,43.5516927760578,43.69464980443281,43.301520021410425,43.57313537597656,2275200,0.0,0.0
2010-02-19 00:00:00-05:00,43.40872921887086,43.85904283618604,43.358694675466744,43.70178985595703,2510100,0.0,0.0
2010-02-22 00:00:00-05:00,43.88762814318086,43.923366707822936,43.38013070922369,43.45161056518555,3004300,0.0,0.0
2010-02-23 00:00:00-05:00,43.34438728273865,43.544525403627375,43.17998772248328,43.25146484375,3081200,0.0,0.0
2010-02-24 00:00:00-05:00,43.458775276579175,43.75898534322197,43.32296758374007,43.50166320800781,2908200,0.0,0.0
2010-02-25 00:00:00-05:00,43.09422548867775,43.97340738980875,43.037041595915696,43.88763427734375,3534000,0.0,0.0
2010-02-26 00:00:00-05:00,43.85904498132036,43.93767147528047,43.44446991377735,43.58028030395508,3681600,0.0,0.0
2010-03-01 00:00:00-05:00,43.60171659516404,44.39512531701663,43.372986496733475,44.06632614135742,4031100,0.0,0.0
